Nest;Date;Year;Ring.no;Lprev;Lbinom;Weight;Wing;sampling_rank;Treatments;growth_rate;days_resample;sex;body_condition;delta_body_condition;Age_in_days;avg_age
1268E;23/05/2020;2020;3419291;3;1;740;21.1;2;Water;0.0299600758545813;7;Male;79.2782212845534;40.1405863713001;28.3051304455088;24.7769230171562
2188A;17/05/2020;2020;3419292;0;0;360;6.8;1;Control;NA;NA;Male;-4.74643823533091;NA;12.5273025895843;NA
2188A;31/05/2020;2020;3419292;0;0;635;19.6;2;Control;0.0405372119601811;14;Male;-6.44660616062038;-1.70016792528946;26.5352563045647;19.5312794470745
2188A;17/05/2020;2020;3419293;0;0;320;5.4;1;Control;NA;NA;Female;-9.30374523172719;NA;9.27806396777773;NA
2188A;31/05/2020;2020;3419293;0;0;550;17.1;2;Control;0.0386855201737675;14;Female;-141.894775571205;-132.591030339478;23.0201295087141;16.1490967382459
3017B;17/05/2020;2020;3419294;0;0;460;8.3;1;Control;NA;NA;Male;43.1516485693299;NA;14.7003844995913;NA
3017B;31/05/2020;2020;3419294;1;1;810;21.9;2;Control;0.0404148398702388;14;Male;139.551279366153;96.3996307968229;29.3102817320003;22.0053331157958
202;17/05/2020;2020;3419297;0;0;440;7.9;1;Control;NA;NA;Female;-8.98381432268405;NA;13.3036054157253;NA
201;23/05/2020;2020;3419297;0;0;630;14;2;Control;0.0598241820788786;6;Female;1.02459481991036;10.0084091425944;20.015861949495;16.6597336826102
202;17/05/2020;2020;3419298;0;0;380;7.2;1;Water;NA;NA;Male;0.313415521265426;NA;13.1426951173687;NA
201;23/05/2020;2020;3419298;1;1;530;12.6;2;Water;0.055450958970956;6;Male;4.0402572897583;3.72684176849287;19.5173994252235;16.3300472712961
202;17/05/2020;2020;3419299;0;0;480;6.8;1;Malarone;NA;NA;Female;78.1819000209084;NA;11.6756500594054;NA
201;23/05/2020;2020;3419299;0;0;645;13.1;2;Malarone;0.049244035482306;6;Female;36.9258053018239;-41.2560947190845;19.1525598743628;15.4141049668841
1374;17/05/2020;2020;3419300;4;1;735;16;1;Control;NA;NA;Male;146.598355803514;NA;22.7839891966054;NA
1374;23/05/2020;2020;3419300;3;1;850;21.3;2;Control;0.0242276417119209;6;Male;186.812340729749;40.2139849262355;28.5522985245568;25.6681438605811
